Analyte,Wavelength,Mermet_ax,Wash3,2ppm_Fe_ax,20ppmFe_ax,200ppmFe_ax,700ppmFe_ax,1000ppmFe_ax,2000ppmFe_ax,10000ppmFe_ax
Ti 334.940,334.8861,5318.5,5281.7,5286.9,5330.9,5715.4,6541.2,6955.5,8170.5,13627.7
Ti 334.940,334.8963,5323.5,5311.1,5312.2,5344.2,5649.1,6270.4,6578.7,7534.5,12344.6
Ti 334.940,334.9066,5352.8,5336.8,5347.9,5376.5,5667.6,6295.2,6593.2,7535.7,12318.2
Ti 334.940,334.9169,5269.7,5251.6,5255.2,5273.0,5575.6,6201.7,6516.9,7464.2,12279.1
Ti 334.940,334.9272,5307.6,5293.4,5292.6,5311.3,5623.4,6271.1,6568.6,7521.3,12455.2
Ti 334.940,334.9374,5311.1,5286.9,5309.7,5341.1,5648.3,6281.2,6572.0,7543.5,12526.1
Ti 334.940,334.9477,5389.5,5374.4,5405.6,5418.4,5725.6,6348.7,6640.0,7614.5,12534.3
Ti 334.940,334.958,5726.5,5726.5,5728.9,5764.2,6052.5,6677.3,6965.2,7897.7,12697.4
Ti 334.940,334.9682,5472.9,5448.6,5455.9,5493.5,5813.8,6512.6,6877.7,7958.4,13893.1
Ti 334.940,334.9785,5230.2,5201.2,5211.7,5243.5,5583.6,6288.6,6644.0,7771.2,13876.0
Ti 334.940,334.9888,5249.3,5227.4,5226.2,5256.9,5555.8,6164.1,6473.4,7401.0,12292.5
Ti 334.940,334.999,5150.7,5118.1,5125.1,5151.1,5436.4,6057.8,6358.4,7267.9,12033.9
Ti 334.940,335.0093,5137.5,5105.4,5108.6,5123.1,5416.5,6007.1,6287.6,7181.7,11833.1
Ti 334.940,335.0196,5135.5,5109.2,5109.2,5147.1,5473.5,6183.2,6540.8,7642.3,13936.6
Ti 334.940,335.0299,5155.7,5139.4,5148.1,5182.7,5586.9,6474.7,6981.3,8443.3,17442.6
Ti 334.940,335.0401,5070.3,5045.1,5053.9,5094.4,5367.9,5986.1,6312.4,7256.2,12288.8
Ti 334.940,335.0504,5031.9,5027.5,5024.8,5053.2,5328.7,5908.7,6180.8,7031.3,11437.4
Ti 334.940,335.0607,5097.3,5064.9,5085.3,5102.8,5380.0,5934.5,6207.1,7049.0,11321.4
Ti 334.940,335.0709,5038.0,5022.9,5020.8,5065.6,5324.9,5903.6,6161.4,7019.2,11377.5
Ti 334.940,335.0812,5128.1,5133.1,5122.5,5146.1,5418.8,5986.0,6262.9,7096.5,11439.5
Ti 334.940,335.0915,5222.8,5199.6,5213.7,5236.3,5507.8,6064.1,6328.7,7149.3,11395.8
Ti 334.940,335.1017,5087.9,5089.2,5084.7,5118.0,5378.1,5939.9,6203.3,7049.8,11365.4
Ti 334.940,335.11199999999997,5015.2,5010.3,5006.6,5028.0,5311.2,5915.6,6212.5,7145.4,11907.4
Ti 334.940,335.1223,4967.6,4954.0,4956.2,4988.2,5268.0,5894.9,6194.1,7151.0,12129.4
Ti 334.940,335.1326,4889.7,4870.0,4878.7,4901.5,5188.6,5781.5,6066.8,6976.0,11710.3
Ti 336.121,336.0547,5021.6,5063.4,5061.1,5100.6,5296.1,5736.3,5907.5,6546.9,9577.0
Ti 336.121,336.065,4700.0,4726.4,4728.7,4760.4,4961.4,5391.2,5589.0,6242.5,9350.0
Ti 336.121,336.0754,4373.8,4410.0,4403.4,4430.4,4645.8,5085.5,5296.6,5970.2,9274.1
Ti 336.121,336.0857,4473.7,4502.0,4504.9,4532.8,4784.9,5363.4,5661.2,6551.7,11625.4
Ti 336.121,336.096,4571.4,4608.6,4584.6,4633.2,4888.8,5457.2,5725.9,6628.8,11633.3
Ti 336.121,336.1063,4489.5,4514.9,4508.5,4543.4,4742.7,5181.7,5371.8,6014.2,9080.1
Ti 336.121,336.1166,4412.3,4428.4,4445.6,4457.2,4671.1,5111.2,5306.0,5974.6,9130.0
Ti 336.121,336.1269,3943.3,3936.3,3955.3,3986.2,4193.3,4629.2,4836.4,5490.9,8604.3
Ti 336.121,336.1372,4279.9,4289.5,4297.0,4319.3,4530.3,4959.9,5169.9,5804.1,8891.6
Ti 336.121,336.1475,4415.2,4435.2,4443.3,4467.0,4670.6,5124.8,5307.7,5969.9,9034.1
Ti 336.121,336.1578,3864.2,3865.5,3862.9,3880.0,4092.5,4536.3,4743.8,5369.5,8361.0
Ti 336.121,336.1681,3900.9,3888.9,3899.8,3926.4,4131.1,4554.0,4773.2,5416.7,8409.0
Ti 336.121,336.1785,4406.9,4429.6,4426.0,4466.7,4686.0,5146.1,5348.5,6029.3,9221.8
Ti 336.121,336.1888,4420.9,4449.6,4445.6,4470.1,4790.4,5471.3,5816.0,6884.9,12644.1
Ti 336.121,336.1991,3818.6,3799.5,3805.2,3860.8,4345.2,5437.9,6017.0,7576.9,15027.4
Ti 336.121,336.2094,3781.8,3777.8,3768.0,3804.7,4122.5,4833.0,5190.4,6235.5,11369.1
Ti 336.121,336.2197,3948.2,3954.2,3948.6,3989.7,4279.8,4939.2,5282.7,6310.6,12110.7
Ti 336.121,336.23,4210.8,4242.2,4242.0,4281.4,4604.4,5346.0,5745.8,6975.1,14234.3
Ti 336.121,336.2403,3924.1,3926.3,3915.3,3943.1,4168.4,4650.6,4874.9,5573.5,9204.2
Ti 336.121,336.2506,3780.6,3767.6,3759.0,3800.4,4001.6,4471.9,4688.3,5373.8,8782.2
Ti 336.121,336.2609,3843.2,3842.8,3839.2,3866.5,4077.0,4551.9,4784.4,5489.6,9150.8
Ti 336.121,336.2712,4075.7,4092.0,4087.1,4118.6,4333.2,4776.4,4982.5,5644.0,8941.9
Er 337.271,337.1975,7879.8,7833.4,7873.8,7909.1,8306.3,9273.2,9742.7,11225.0,19036.8
Er 337.271,337.2079,8197.6,8155.1,8194.9,8303.5,9291.9,11887.6,13348.0,17990.9,50026.3
Er 337.271,337.2182,8464.6,8451.4,8476.5,8591.6,9548.2,12018.0,13420.4,17886.7,48686.5
Er 337.271,337.2285,8336.1,8329.4,8344.4,8400.8,8848.0,9913.8,10460.9,12210.1,22398.4
Er 337.271,337.2389,8033.5,8008.9,8024.9,8074.8,8570.3,9748.7,10341.1,12291.6,23500.6
Er 337.271,337.2492,8195.1,8157.4,8179.4,8217.6,8619.4,9548.2,9968.3,11418.3,18671.0
Er 337.271,337.2596,8093.6,8044.8,8060.8,8109.3,8451.6,9288.6,9673.2,10951.3,17299.6
